critic_review_id,critic_id,movie_id,score_100,letter_grade,review_title,review_text,reviewed_at,verdict,recommended,top_pick
CRV00436,CRT035,MOV0124,64,C,"Kestrel Dawn Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-02-09T08:57:15Z,mixed,false,false
CRV00437,CRT035,MOV0065,51,D,Orion Vale Garden: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2012-10-12T02:35:29Z,negative,false,false
CRV00438,CRT035,MOV0009,87,A-,Asterfall Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-02-07T23:39:13Z,positive,true,false
CRV00439,CRT035,MOV0080,98,A+,Echohaven Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-01-31T19:52:24Z,positive,true,false
CRV00440,CRT035,MOV0111,57,C-,Novafield Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",1997-05-31T05:37:53Z,negative,false,false
CRV00441,CRT036,MOV0052,69,C+,"Nimbria Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-11-13T16:10:57Z,mixed,false,false
CRV00442,CRT036,MOV0187,81,B+,Jade Frequency Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2012-01-22T08:50:21Z,positive,true,false
CRV00443,CRT036,MOV0172,69,C+,"Winter Atlas Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-07-24T21:32:44Z,mixed,false,false
CRV00444,CRT036,MOV0192,72,B-,"Crimson Harbor Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-03-23T05:02:55Z,mixed,true,false
CRV00445,CRT036,MOV0079,87,A-,Echohaven Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2014-07-17T23:12:43Z,positive,true,false
CRV00446,CRT036,MOV0184,62,C,"Jade Frequency Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-12-19T14:57:17Z,mixed,false,false
CRV00447,CRT036,MOV0108,70,B-,"Tidal Ember Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-03-22T11:48:31Z,mixed,true,false
CRV00448,CRT036,MOV0001,94,A,Asterfall Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-05-24T01:47:17Z,positive,true,false
CRV00449,CRT036,MOV0142,70,B-,"Silver Meridian Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-06-20T23:07:35Z,mixed,true,false
CRV00450,CRT036,MOV0091,74,B-,"Ravenspire Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-05-05T17:12:02Z,mixed,true,false
CRV00451,CRT036,MOV0162,69,C+,"Hollow Prism Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-02-23T15:20:21Z,mixed,false,false
CRV00452,CRT036,MOV0060,69,C+,"Nimbria Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-02-15T12:56:58Z,mixed,false,false
CRV00453,CRT037,MOV0047,62,C,"Solivane Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-04-02T04:55:23Z,mixed,false,false
CRV00454,CRT037,MOV0168,64,C,"Hollow Prism Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2009-04-28T13:17:21Z,mixed,false,false
CRV00455,CRT037,MOV0079,98,A+,Echohaven Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2017-11-20T03:06:01Z,positive,true,false
CRV00456,CRT037,MOV0070,59,C-,Orion Vale Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2023-06-12T06:58:37Z,negative,false,false
CRV00457,CRT037,MOV0178,68,C+,"Winter Atlas Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",1999-08-03T17:08:17Z,mixed,false,false
CRV00458,CRT037,MOV0104,85,A-,Tidal Ember Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-03-03T06:53:00Z,positive,true,false
CRV00459,CRT037,MOV0032,66,C+,"Cinderwake Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-11-26T00:39:17Z,mixed,false,false
CRV00460,CRT037,MOV0149,78,B,"Silver Meridian Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-07-03T00:35:08Z,mixed,true,false
CRV00461,CRT037,MOV0141,76,B,"Silver Meridian Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-05-12T05:14:33Z,mixed,true,false
CRV00462,CRT037,MOV0115,69,C+,"Novafield Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-06-16T01:20:16Z,mixed,false,false
CRV00463,CRT037,MOV0100,74,B-,"Ravenspire Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-03-20T22:10:00Z,mixed,true,false
CRV00464,CRT037,MOV0014,80,B+,Velora Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2012-10-30T02:22:11Z,positive,true,false
CRV00465,CRT038,MOV0158,90,A,Amber Circuit Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",1999-06-22T06:41:36Z,positive,true,false
CRV00466,CRT038,MOV0013,83,B+,Velora Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-05-26T21:52:56Z,positive,true,false
CRV00467,CRT038,MOV0030,58,C-,Moonforge Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-01-27T22:11:54Z,negative,false,false
CRV00468,CRT038,MOV0155,82,B+,Amber Circuit Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2012-11-27T12:53:26Z,positive,true,false
CRV00469,CRT038,MOV0105,67,C+,"Tidal Ember Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-07-16T19:26:32Z,mixed,false,false
CRV00470,CRT038,MOV0053,84,B+,Nimbria Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2010-11-10T16:03:07Z,positive,true,false
CRV00471,CRT038,MOV0050,53,D,Solivane Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2025-12-02T07:47:11Z,negative,false,false
CRV00472,CRT038,MOV0077,69,C+,"Echohaven Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-11-06T21:53:51Z,mixed,false,false
CRV00473,CRT038,MOV0040,78,B,"Cinderwake Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-03-15T14:46:10Z,mixed,true,false
CRV00474,CRT038,MOV0039,55,C-,Cinderwake Reverie: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2026-04-07T22:49:29Z,negative,false,false
CRV00475,CRT038,MOV0067,72,B-,"Orion Vale Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-09-22T05:50:30Z,mixed,true,false
CRV00476,CRT038,MOV0121,69,C+,"Kestrel Dawn Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-05-05T22:28:08Z,mixed,false,false
CRV00477,CRT039,MOV0017,69,C+,"Velora Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-12-03T17:42:20Z,mixed,false,false
CRV00478,CRT039,MOV0099,93,A,Ravenspire Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2022-08-20T05:27:10Z,positive,true,false
CRV00479,CRT039,MOV0031,76,B,"Cinderwake Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-10-13T08:03:36Z,mixed,true,false
CRV00480,CRT039,MOV0060,62,C,"Nimbria Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-05-16T11:18:51Z,mixed,false,false
CRV00481,CRT039,MOV0094,61,C,"Ravenspire Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-07-02T16:12:03Z,mixed,false,false
CRV00482,CRT039,MOV0193,63,C,"Crimson Harbor Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2005-11-13T04:08:22Z,mixed,false,false
CRV00483,CRT039,MOV0039,45,D,Cinderwake Reverie: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2017-09-26T14:54:01Z,negative,false,false
CRV00484,CRT039,MOV0098,83,B+,Ravenspire Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-11-03T19:12:39Z,positive,true,false
CRV00485,CRT039,MOV0084,98,A+,Lumenward Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-06-14T08:21:22Z,positive,true,false
CRV00486,CRT039,MOV0095,81,B+,Ravenspire Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2003-11-08T18:20:47Z,positive,true,false
CRV00487,CRT039,MOV0192,73,B-,"Crimson Harbor Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-07-25T16:36:48Z,mixed,true,false
CRV00488,CRT039,MOV0128,58,C-,Kestrel Dawn Constellation: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2024-06-24T17:52:15Z,negative,false,false
CRV00489,CRT040,MOV0101,48,D,Tidal Ember Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2007-01-21T12:50:38Z,negative,false,false
CRV00490,CRT040,MOV0160,67,C+,"Amber Circuit Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-12-30T00:20:07Z,mixed,false,false
CRV00491,CRT040,MOV0032,78,B,"Cinderwake Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-07-22T07:50:42Z,mixed,true,false
CRV00492,CRT040,MOV0128,63,C,"Kestrel Dawn Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-07-13T17:57:17Z,mixed,false,false
CRV00493,CRT040,MOV0157,84,B+,Amber Circuit Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2002-03-12T21:40:48Z,positive,true,false
CRV00494,CRT040,MOV0057,85,A-,Nimbria Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-04-29T23:09:18Z,positive,true,false
CRV00495,CRT040,MOV0099,88,A-,Ravenspire Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-05-11T19:22:02Z,positive,true,false
CRV00496,CRT040,MOV0148,90,A,Silver Meridian Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2015-12-03T09:00:24Z,positive,true,false
CRV00497,CRT040,MOV0130,72,B-,"Kestrel Dawn Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-01-02T16:45:49Z,mixed,true,false
CRV00498,CRT040,MOV0022,66,C+,"Moonforge Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",1995-11-30T16:00:00Z,mixed,false,false
CRV00499,CRT040,MOV0189,88,A-,Jade Frequency Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-10-04T22:43:26Z,positive,true,false
CRV00500,CRT040,MOV0027,85,A-,Moonforge Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2015-05-02T22:20:21Z,positive,true,false
